tweets,label,preprocess_tweets
"On Thursday, #VoteLeave and vote for democracy - restore our ability to vote for those who make our laws",leave,on thursday <hashtag> and vote for democracy - restore our ability to vote for those who make our laws
"RT @JasonFarrellSky: Gove tells vote leave audience the EU ""is running the countries of Europe into the ground"" #EUref https://t.co/B8wkJoL…",leave,"rt : gove tells vote leave audience the eu "" is running the countries of europe into the ground "" <hashtag> <url> …"
Gove: We should #VoteLeave for a vote of confidence in Britain and to send a message to the people leading the EU https://t.co/MWJ56DwPbH,leave,gove : we should <hashtag> for a vote of confidence in britain and to send a message to the people leading the eu <url>
RT @thesundaytimes: The Sunday Times says vote leave on June 23 #euref https://t.co/9DIGaCwTHw https://t.co/VpKeuYln66,leave,rt : the sunday times says vote leave on june <number> <hashtag> <url> <url>
"RT @Vote_LeaveMedia: Sunday Telegraph backs #VoteLeave for a 'strong, independent and outward-looking Britain' https://t.co/vUMI8NJtO5",leave,rt : sunday telegraph backs <hashtag> for a ' strong independent and outward-looking britain ' <url>
Michael Gove: 'Vote for democracy and hope. Vote Leave.' Let's #TakeControl on Thursday https://t.co/A6nGYRPSiK,leave,michael gove : ' vote for democracy and hope vote leave ' let's <hashtag> on thursday <url>
Gove: 'Leaving would be an affirmation of hope and faith in Britain...democracy is one of the great gifts we gave to the world' #VoteLeave,leave,gove : ' leaving would be an affirmation of hope and faith in britaindemocracy is one of the great gifts we gave to the world ' <hashtag>
"Gove: We can face up to global challenges more effectively after we #TakeControl of our economy, laws and the money we send to the EU #Marr",leave,gove : we can face up to global challenges more effectively after we <hashtag> of our economy laws and the money we send to the eu <hashtag>
"Gove: 'Whether we vote to leave or remain, there are risks for the future...We will be better prepared to face these if we #VoteLeave' #Marr",stay,gove : ' whether we vote to leave or remain there are risks for the futurewe will be better prepared to face these if we <hashtag> <hashtag>
"Michael Gove: I am pro-migration, but the public must feel that we can control the number of people coming here #Marr #VoteLeave",leave,michael gove : i am pro-migration but the public must feel that we can control the number of people coming here <hashtag> <hashtag>
RT @VeteransBritain: Field Marshall Lord Guthrie switches to support #VoteLeave https://t.co/3GPvtGNOYX,leave,rt : field marshall lord guthrie switches to support <hashtag> <url>
".@GiselaStuart Labour MP &amp; Chair of Vote Leave, pays tribute to Jo Cox: https://t.co/StbKD2F7fE",leave,labour mp amp ; chair of vote leave pays tribute to jo cox : <url>
This is how the EU spends our money. Let's #VoteLeave on 23 June and spend it on our priorities instead. https://t.co/2xAb1jtrjU,leave,this is how the eu spends our money let's <hashtag> on <number> june and spend it on our priorities instead <url>
As seen on the BBC: This is our plan for creating a new UK-EU deal after we #VoteLeave on 23 June https://t.co/qCcBTB5nsN,leave,as seen on the bbc : this is our plan for creating a new uk-eu deal after we <hashtag> on <number> june <url>
Like @StrongerIn we've cancelled rallies &amp; street stalls today. We will still be handing out leaflets locally. Campaign restarts tomorrow.,stay,like we've cancelled rallies amp ; street stalls today we will still be handing out leaflets locally campaign restarts tomorrow
The NHS is in crisis. Let's #TakeControl of the £350m we send the EU every week and spend it on our priorities https://t.co/pkFiO5KrfN,leave,the nhs is in crisis let's <hashtag> of the <number> m we send the eu every week and spend it on our priorities <url>
RT @timothy_stanley: Now even one of Labour’s top team wants Out of the EU in a fresh blow to Remain campaign https://t.co/DWNQ0xXCAD,stay,rt : now even one of labour ’ s top team wants out of the eu in a fresh blow to remain campaign <url>
RT @BorisJohnson: Hello from Norwich! Grt to have the support of @SteveHiltonx. Here's my attempt at a selfie from the bus #VoteLeave https…,leave,rt : hello from norwich grt to have the support of here's my attempt at a selfie from the bus <hashtag> https …
Brexit is the only way the working class can change anything #VoteLeave https://t.co/i9trA58MQ4,leave,brexit is the only way the working class can change anything <hashtag> <url>
"RT @NadineDorriesMP: Meet Mark Carney, Osborne's close family friend and Goldman Sachs. The truth you need to know #VoteLeave #Brexit  http…",leave,rt : meet mark carney osborne's close family friend and goldman sachs the truth you need to know <hashtag> <hashtag> http …
"Let's take back control of our money, our economy, our borders, our security &amp; our taxes #TakeControl #VoteLeave https://t.co/A1HVK5uq3L",leave,let's take back control of our money our economy our borders our security amp ; our taxes <hashtag> <hashtag> <url>
Question the IN campaign must answer: Is it Govt policy to stop extension of visa-free travel for Turkey? #VoteLeave https://t.co/l4l5kPDpcR,leave,question the in campaign must answer : is it govt policy to stop extension of visa-free travel for turkey <hashtag> <url>
A senior member of Jeremy Corbyn’s frontbench team breaks ranks and back Brexit #VoteLeave https://t.co/uLVgEk3a4B,leave,a senior member of jeremy corbyn ’ s frontbench team breaks ranks and back brexit <hashtag> <url>
Help us win the ground war! Download the official #VoteLeave app: https://t.co/UDh57gMMLK  #TakeControl https://t.co/iWT0hkSrNA,leave,help us win the ground war download the official <hashtag> app : <url> <hashtag> <url>
"RT @oflynnmep: More encouraging polls for #VoteLeave today but as the betting odds make clear, we are still underdogs and must keep battlin…",leave,rt : more encouraging polls for <hashtag> today but as the betting odds make clear we are still underdogs and must keep battlin …
RT @SuellaFernandes: Pleased to have joined the #VoteLeave Battle Bus with colleagues @scullyp &amp; @Nus_Ghani. https://t.co/hify07xpIO,leave,rt : pleased to have joined the <hashtag> battle bus with colleagues amp ; <url>
WATCH: Gordon Brown wants Turkey to join the European Union #VoteLeave #TakeControl https://t.co/Rbal3nPeZh,leave,watch : gordon brown wants turkey to join the european union <hashtag> <hashtag> <url>
SHOCKING: Senior EU diplomat admits the PM's deal was not legally binding: https://t.co/0yCB4twGvL #VoteLeave https://t.co/XmEGUOPSbi,leave,shocking : senior eu diplomat admits the pm's deal was not legally binding : <url> <hashtag> <url>
The EU has been a disaster for jobs. Only Antarctica has lower economic growth. It's safer to #TakeControl https://t.co/xPR9LSYhgJ,leave,the eu has been a disaster for jobs only antarctica has lower economic growth it's safer to <hashtag> <url>
The PM has said so himself: 'the UK does not benefit from uncontrolled immigration.' #TakeControl https://t.co/pW2lTYOOPo,leave,the pm has said so himself : ' the uk does not benefit from uncontrolled immigration ' <hashtag> <url>
RT @NadineDorriesMP: Nurses have come out #Brexit #VoteLeave They want that money spent on patients not salaries of unelected eurocrats htt…,leave,rt : nurses have come out <hashtag> <hashtag> they want that money spent on patients not salaries of unelected eurocrats htt …
This is why @jeremycorbyn believes we should #VoteLeave on 23 June https://t.co/wjTsIlXHwV,leave,this is why believes we should <hashtag> on <number> june <url>
Frmr NATO Secretary General Anders Fogh Rasmussen and 'IN' supporter says we don't need EU for security #VoteLeave https://t.co/7lzoL9DgAJ,leave,frmr nato secretary general anders fogh rasmussen and ' in ' supporter says we don't need eu for security <hashtag> <url>
How could leaving the EU help your local NHS? Type in your postcode to find out: https://t.co/2zPQNUipVN #VoteLeave https://t.co/aN5bz8YsCB,leave,how could leaving the eu help your local nhs type in your postcode to find out : <url> <hashtag> <url>
Gordon Brown is still out of touch with voters. He has no concerns about uncontrolled EU migration #VoteLeave https://t.co/oimFy4veI1,leave,gordon brown is still out of touch with voters he has no concerns about uncontrolled eu migration <hashtag> <url>
"Gordon Brown, do you still think Turkey should join the European Union? #VoteLeave https://t.co/1OkBDXw7OA",leave,gordon brown do you still think turkey should join the european union <hashtag> <url>
RT: Audience member on #bbcqt makes a passionate speech about the risks of staying in the EU #VoteLeave #TakeControl https://t.co/He7kLixkQY,stay,rt : audience member on <hashtag> makes a passionate speech about the risks of staying in the eu <hashtag> <hashtag> <url>
RT @nadhimzahawi: Wonderful from @DanHannanMEP; we must have the confidence to #VoteLeave and know that Britain can flourish https://t.co/1…,leave,rt : wonderful from ; we must have the confidence to <hashtag> and know that britain can flourish <url> …
Question the IN campaign must answer: Is it Government policy to veto Turkey joining the EU? #TakeControl #VoteLeave https://t.co/z5vOSHovIu,leave,question the in campaign must answer : is it government policy to veto turkey joining the eu <hashtag> <hashtag> <url>
RT @RedHotSquirrel: Nursing Times poll on the EU Referendum:  43% LEAVE 41% REMAIN 15% UNDECIDED  Read more: https://t.co/WWYbQyVuVX,stay,rt : nursing times poll on the eu referendum : <number> leave <number> remain <number> undecided read more : <url>
"RT @benglaze: While other politicians only point at fish, Boris Johnson manhandles a live lobster. #BorisBus #VoteLeave #EUref https://t.co…",leave,rt : while other politicians only point at fish boris johnson manhandles a live lobster <hashtag> <hashtag> <hashtag> <url> …
"READ: Michael Gove, @BorisJohnson and @GiselaStuart ask the IN campaign to get the facts clear on Turkey #VoteLeave https://t.co/GRLyPMF9Sq",leave,rea <smile> michael gove and ask the in campaign to get the facts clear on turkey <hashtag> <url>
RT @timothy_stanley: We just won the Westminster Catholic EU debate. Poll before was for remain. After for leave. Brexit can win on the arg…,stay,rt : we just won the westminster catholic eu debate poll before was for remain after for leave brexit can win on the arg …
How in debt is your local #NHS? Type in your post code to find out: https://t.co/LBXEmpB7iR #VoteLeave #TakeControl https://t.co/1o8jKkqXHb,leave,how in debt is your local <hashtag> type in your post code to find out : <url> <hashtag> <hashtag> <url>
WATCH: Our framework for taking back control and creating a new UK-EU deal after we #VoteLeave on 23 June https://t.co/qWFD1xoU2v,leave,watch : our framework for taking back control and creating a new uk-eu deal after we <hashtag> on <number> june <url>
WATCH @jeremycorbyn explain clearly why Labour voters should #VoteLeave on 23 June https://t.co/KVMjwwFmF4,leave,watch explain clearly why labour voters should <hashtag> on <number> june <url>
RT @montie: #bbcqt audience guy notes #RisksOfStaying. My top 3: Uncontrolled immigration. € causing political extremism. Rising budget con…,stay,rt : <hashtag> audience guy notes <hashtag> my top <number> uncontrolled immigration € causing political extremism rising budget con …
WATCH: @HarrietHarman cannot even name the Five Presidents of the EU. #bbcqt #VoteLeave https://t.co/kGbipVBlrg,leave,watch : cannot even name the five presidents of the eu <hashtag> <hashtag> <url>
Who do you trust? Bankers who crashed our economy or two of the UK's leading manufacturers? #VoteLeave #bbcqt https://t.co/wAQXSJMhhE,leave,who do you trust bankers who crashed our economy or two of the uk's leading manufacturers <hashtag> <hashtag> <url>
RT if you agree with Sir James Dyson that our economy will be stronger after we #VoteLeave and #TakeControl #bbcqt https://t.co/oeHJOqsWs9,leave,rt if you agree with sir james dyson that our economy will be stronger after we <hashtag> and <hashtag> <hashtag> <url>
RT @Poles4Britain: @vote_leave : indefinite leave to remain for EU citizens resident in UK https://t.co/BzTIcD2iY1 @BorisJohnson &amp; PDSS htt…,stay,rt : : indefinite leave to remain for eu citizens resident in uk <url> amp ; pdss htt …
RT @Vote_LeaveMedia: FACT: The EU has no money. EU funding = British money given back to us. Let’s #TakeControl #bbcqt,leave,rt : fact : the eu has no money eu funding = british money given back to us let ’ s <hashtag> <hashtag>
RT @s_london_lion: Don't believe the scare stories. Even the PM said we would still be trading with the EU after we #VoteLeave #bbcqt https…,leave,rt : don't believe the scare stories even the pm said we would still be trading with the eu after we <hashtag> <hashtag> https …
RT @edmundwyoung: @NeilWhitear @Michael_Gove @vote_leave #bbcqt #LeaveEU  Michael convinced me to #VoteLeave tonight. Positive argument not…,leave,rt : <hashtag> <hashtag> michael convinced me to <hashtag> tonight positive argument not …
The crowd's cheers and applause at the end tells you everything you need to know. They want to #VoteLeave and #TakeControl #bbcqt,leave,the crowd's cheers and applause at the end tells you everything you need to know they want to <hashtag> and <hashtag> <hashtag>
Michael Gove did a brilliant job of presenting the optimistic and positive case of why we should #VoteLeave #bbcqt,leave,michael gove did a brilliant job of presenting the optimistic and positive case of why we should <hashtag> <hashtag>
The EU economy is broken. Youth unemployment is close to 50% in Greece and Spain. It's safer to #TakeControl #bbcqt https://t.co/qVgJwOqOwD,leave,the eu economy is broken youth unemployment is close to <number> in greece and spain it's safer to <hashtag> <hashtag> <url>
RT @NeilWhitear: @Michael_Gove excellent on #bbcqt this evening. He showed true conviction in his belief to #LeaveEU coupled with knowing h…,leave,rt : excellent on <hashtag> this evening he showed true conviction in his belief to <hashtag> coupled with knowing h …
RT @DVATW: The #Remain argument is being driven by threats and personal attacks. #bbcqt,stay,rt : the <hashtag> argument is being driven by threats and personal attacks <hashtag>
Don't believe the scare stories. Even the PM said we would still be trading with the EU after we #VoteLeave #bbcqt https://t.co/cgkMfivcC5,leave,don't believe the scare stories even the pm said we would still be trading with the eu after we <hashtag> <hashtag> <url>
RT @bernerlap: What the voters will see going into Gargrave Polling Station next Thursday #VoteLeave https://t.co/rmzq0MqBkT,leave,rt : what the voters will see going into gargrave polling station next thursday <hashtag> <url>
RT @WomenforBritain: This is a once in a lifetime opportunity to change our country - we won’t get another chance to #VoteLeave #bbcqt,leave,rt : this is a once in a lifetime opportunity to change our country - we won ’ t get another chance to <hashtag> <hashtag>
RT @Vote_LeaveMedia: Who do you trust? Bankers of leading UK manufacturers? #VoteLeave #bbcqt https://t.co/QD4AjvaPFJ,leave,rt : who do you trust bankers of leading uk manufacturers <hashtag> <hashtag> <url>
RT @Vote_LeaveMedia: We are the 5th biggest economy in the world - we will prosper outside the EU #VoteLeave #bbcqt,leave,rt : we are the <number> th biggest economy in the world - we will prosper outside the eu <hashtag> <hashtag>
RT @Aussies4Britain: Michael Gove outlined the positive case to #voteleave and #takebackcontrol in #bbcqt https://t.co/mfHhmhdj6D,leave,rt : michael gove outlined the positive case to <hashtag> and <hashtag> in <hashtag> <url>
"RT @DominicFarrell: Thought the Gover was brilliant. Passionate, articulate, completely convincing #VoteLeave #TakeControl",leave,rt : thought the gover was brilliant passionate articulate completely convincing <hashtag> <hashtag>
RT @maggierankin201: @consforbritain @Vote_LeaveMedia Gove is brilliant...,leave,rt : gove is brilliant
RT @Aussies4Britain: Unless you #VoteLeave you won’t be able to control who makes the laws that you have to follow and that affect your dai…,leave,rt : unless you <hashtag> you won ’ t be able to control who makes the laws that you have to follow and that affect your dai …
RT @toadmeister: Watch the short film I've made for @Spectator setting out the democratic case for #VoteLeave https://t.co/IGpp2KM5q2,leave,rt : watch the short film i've made for setting out the democratic case for <hashtag> <url>
RT @DavidTCDavies: The applause at the end of #bbcqt tells you how it went. The public want to #VoteLeave and believe in #ProjectHope. http…,leave,rt : the applause at the end of <hashtag> tells you how it went the public want to <hashtag> and believe in <hashtag> http …
"Unelected, unaccountable elites, it's time to say you're fired. We're going to #TakeControl #bbcqt https://t.co/Yu0wPJGARG",leave,unelected unaccountable elites it's time to say you're fired we're going to <hashtag> <hashtag> <url>
RT @BradenDavy: I like democracy and I believe in this country. It's time to Leave! #VoteLeave #EUref https://t.co/12hq3Gifgl,leave,rt : i like democracy and i believe in this country it's time to leave <hashtag> <hashtag> <url>
"RT @DouglasCarswell: Having failed to change the fact UK makes gross contribution of £19.1 Bn pa, will Remain spinners now dispute number o…",stay,rt : having failed to change the fact uk makes gross contribution of <number> bn pa will remain spinners now dispute number o …
RT @DavidTCDavies: The remain side can continue to dispute the £350m a week figure. The main point is that we should be able to control tha…,stay,rt : the remain side can continue to dispute the <number> m a week figure the main point is that we should be able to control tha …
RT @GuidoFawkes: Spin by Remainers about Gove's 79 year-old father is pretty low even by the low standards of political campaigning. https:…,stay,rt : spin by remainers about gove's <number> year-old father is pretty low even by the low standards of political campaigning https : …
"Michael Gove smashed it out the park this evening, and the audience agreed. They want to #TakeControl #bbcqt",leave,michael gove smashed it out the park this evening and the audience agreed they want to <hashtag> <hashtag>
"RT @vote_leave: Michael Gove is right, the EU is a job destruction machine. Safer for the next generation to #VoteLeave #bbcqt https://t.co…",leave,rt : michael gove is right the eu is a job destruction machine safer for the next generation to <hashtag> <hashtag> <url> …
"Michael Gove is right, the EU is a job destruction machine. Safer for the next generation to #VoteLeave #bbcqt https://t.co/5cXHOyVljf",leave,michael gove is right the eu is a job destruction machine safer for the next generation to <hashtag> <hashtag> <url>
"RT @Vote_LeaveMedia: We're on the side of the people, are you? #VoteLeave #bbcqt #TakeControl",leave,rt : we're on the side of the people are you <hashtag> <hashtag> <hashtag>
RT @Vote_LeaveMedia: The only way to take back control of our destiny is to #VoteLeave #bbcqt,leave,rt : the only way to take back control of our destiny is to <hashtag> <hashtag>
RT @Vote_LeaveMedia: Michael Gove has won the argument on the EU #VoteLeave #bbcqt,leave,rt : michael gove has won the argument on the eu <hashtag> <hashtag>
"RT @Vote_LeaveMedia: Let's have a fairer, Australian style points based immigration system #bbcqt #VoteLeave #TakeControl https://t.co/c6xT…",leave,rt : let's have a fairer australian style points based immigration system <hashtag> <hashtag> <hashtag> <url> …
RT @Vote_LeaveMedia: We're voting to leave on 23 June! #bbcqt #VoteLeave #TakeControl https://t.co/2M9iEbdeTw,leave,rt : we're voting to leave on <number> june <hashtag> <hashtag> <hashtag> <url>
RT @Cricket4Britain: #GoveDomination #VoteLeave,leave,rt : <hashtag> <hashtag>
RT @DUPleader: That was an excellent performance by M Gove. Proud of U.K. and excited by possibilities when unshackled from EU. #VoteLeave,leave,rt : that was an excellent performance by m gove proud of uk and excited by possibilities when unshackled from eu <hashtag>
RT @MarkNorton_: Some of the photos taken today in Carmarthen. Excellent to have a range of voices for #VoteLeave @VoteLeaveCymru https://t…,leave,rt : some of the photos taken today in carmarthen excellent to have a range of voices for <hashtag> <url> …
"RT @sewathomeMON: As a small business owner in Monmouth, proud to support @vote_leave! #VoteLeave https://t.co/3l8Xfa00Kz",leave,rt : as a small business owner in monmouth proud to support <hashtag> <url>
Michael Gove has won the argument on the EU #VoteLeave #TakeControl #bbcqt,leave,michael gove has won the argument on the eu <hashtag> <hashtag> <hashtag>
RT @cmackinlay: Michael Gove has won the argument on the EU #VoteLeave #bbcqt https://t.co/zhJyjbjs3G,leave,rt : michael gove has won the argument on the eu <hashtag> <hashtag> <url>
RT @sarahjanesewell: Michael Gove has won the argument on the EU #VoteLeave #bbcqt,leave,rt : michael gove has won the argument on the eu <hashtag> <hashtag>
Another fantastic performance by Michael Gove explaining why we should #TakeControl of the £350m we send to the EU every week #bbcqt,leave,another fantastic performance by michael gove explaining why we should <hashtag> of the <number> m we send to the eu every week <hashtag>
RT @Vote_LeaveMedia: Applause at the end of #bbcqt tells you how it went. The public want to #VoteLeave and believe in #ProjectHope. Let's…,leave,rt : applause at the end of <hashtag> tells you how it went the public want to <hashtag> and believe in <hashtag> let's …
RT @Aussies4Britain: Michael Gove delivers answers not soundbites #voteleave #takebackcontrol #bbcqt https://t.co/V9AB8TXvIg,leave,rt : michael gove delivers answers not soundbites <hashtag> <hashtag> <hashtag> <url>
RT @VoteLeaveUKIP: Cheers for Michael Gove at the end of #BBCqt – and well deserved!,leave,rt : cheers for michael gove at the end of <hashtag> – and well deserved
RT @Vote_LeaveMedia: We agree with Michael Gove. It's time to take back control #bbcqt #VoteLeave https://t.co/VZNKfvF6El,leave,rt : we agree with michael gove it's time to take back control <hashtag> <hashtag> <url>
"RT @MitchellGoldie: We have lost control of our borders, our laws and our money. Let’s #VoteLeave  #bbcqt #TakeControl",leave,rt : we have lost control of our borders our laws and our money let ’ s <hashtag> <hashtag> <hashtag>
Uncontrolled migration forces down wages for the lowest paid. It's safer to #TakeControl of our borders #bbcqt https://t.co/0v5scUTrsg,leave,uncontrolled migration forces down wages for the lowest paid it's safer to <hashtag> of our borders <hashtag> <url>
RT @MitchellGoldie: The remain side can continue to dispute the £350 million week figure. The main point is that we should be able to contr…,stay,rt : the remain side can continue to dispute the <number> million week figure the main point is that we should be able to contr …
RT @BorisJohnson: Yet again Gove whacked it out of the park tonight - bravo #VoteLeave #bbcqt,leave,rt : yet again gove whacked it out of the park tonight - bravo <hashtag> <hashtag>
RT @cmackinlay: Strong stuff from Gove about how the only way to control our destiny is to #VoteLeave,leave,rt : strong stuff from gove about how the only way to control our destiny is to <hashtag>
"RT @SteveBakerHW: The idea that the alternative to EU membership is isolation is silly: UN, NATO, WTO ... #TakeControl #VoteLeave",leave,rt : the idea that the alternative to eu membership is isolation is silly : un nato wto <hashtag> <hashtag>
RT @MitchellGoldie: Once again the Leave side continues to put forward the positive case to #VoteLeave and #TakeControl  #bbcqt #ProjectHope,leave,rt : once again the leave side continues to put forward the positive case to <hashtag> and <hashtag> <hashtag> <hashtag>
"RT @WomenforBritain: The choice is clear: if you believe in democracy #VoteLeave. If you don’t, then Remain #bbcqt",stay,rt : the choice is clear : if you believe in democracy <hashtag> if you don ’ t then remain <hashtag>
RT @Aussies4Britain: Michael Gove explaining why we need to control immigration #voteleave #takebackcontrol #bbcqt https://t.co/Yesb6JuMyf,leave,rt : michael gove explaining why we need to control immigration <hashtag> <hashtag> <hashtag> <url>
"RT @montie: The £350mill figure is clearly wrong. If we vote to stay it'll go up, up, up as EU asks us to pay their bills. They always have…",stay,rt : the <number> mill figure is clearly wrong if we vote to stay it'll go up up up as eu asks us to pay their bills they always have …
RT @DouglasCarswell: Cheers from the audience for the Gove!  @vote_leave #bbcqt,leave,rt : cheers from the audience for the gove <hashtag>
RT @MitchellGoldie: Honest case from Gove about why we should #VoteLeave and #TakeControl of our country  #bbcqt,leave,rt : honest case from gove about why we should <hashtag> and <hashtag> of our country <hashtag>
"RT @TheaDickinson: If we weren't in the European Union, would we vote to join it? #VoteLeave #TakeControl #EUref #bbcqt",leave,rt : if we weren't in the european union would we vote to join it <hashtag> <hashtag> <hashtag> <hashtag>
"RT @TheRedRag: Wow, amazing applause and cheers for Michael Gove after putting the #VoteLeave case on #bbcqt special.",leave,rt : wow amazing applause and cheers for michael gove after putting the <hashtag> case on <hashtag> special
RT @JuliaHB1: The @StrongerIn account is my new favourite spoof account on Twitter. It makes me laugh every day. #Brexit,stay,rt : the account is my new favourite spoof account on twitter it makes me laugh every day <hashtag>
"RT @_hanimustafa: Michael Gove was once again fantastic! A true gentleman, who put in a great performance for #VoteLeave. #bbcqt👏🏻",leave,rt : michael gove was once again fantastic a true gentleman who put in a great performance for <hashtag> <hashtag>
RT @cmackinlay: We DO send £350 million to Brussels each week. #VoteLeave #bbcqt https://t.co/ilVpA4soH6,leave,rt : we do send <number> million to brussels each week <hashtag> <hashtag> <url>
"RT @Aussies4Britain: The choice is clear: if you believe in democracy #VoteLeave. If you don’t, then Remain",stay,rt : the choice is clear : if you believe in democracy <hashtag> if you don ’ t then remain
"RT @WomenforBritain: We have lost control of our borders, our laws and our money. Let’s #VoteLeave  #bbcqt",leave,rt : we have lost control of our borders our laws and our money let ’ s <hashtag> <hashtag>
"RT @Vote_LeaveMedia: Actually, it’s not quite £350m - it’s £367m a week… #VoteLeave #TakeControl #bbcqt",leave,rt : actually it ’ s not quite <number> m - it ’ s <number> m a week … <hashtag> <hashtag> <hashtag>
Crowd cheering for Michael Gove. They agree with his positive vision of why we should #VoteLeave and #TakeControl #bbcqt,leave,crowd cheering for michael gove they agree with his positive vision of why we should <hashtag> and <hashtag> <hashtag>
RT @MitchellGoldie: Strong stuff from Gove about how the only way to control our destiny is to #VoteLeave #bbcqt,leave,rt : strong stuff from gove about how the only way to control our destiny is to <hashtag> <hashtag>
RT @Vote_LeaveMedia: The EU wants to isolate the UK on the international scene - it’s trying to take away our voice in the IMF. #VoteLeave…,leave,rt : the eu wants to isolate the uk on the international scene - it ’ s trying to take away our voice in the imf <hashtag>
RT @BorisJohnson: Gove spot on. We value migration but we want to take back control #VoteLeave #bbcqt,leave,rt : gove spot on we value migration but we want to take back control <hashtag> <hashtag>
RT @Vote_LeaveMedia: We DO send £350 million to Brussels each week. #VoteLeave #bbcqt https://t.co/OFr65nLzZ9,leave,rt : we do send <number> million to brussels each week <hashtag> <hashtag> <url>
RT @George_Lamb_: How is it humane to discriminate those from outside the EU on immigration? #bbcqt #VoteLeave,leave,rt : how is it humane to discriminate those from outside the eu on immigration <hashtag> <hashtag>
RT @REBELTROOP: #questiontime #voteleave,leave,rt : <hashtag> <hashtag>
RT @MitchellGoldie: It is those on lower incomes that are hit hardest by uncontrolled immigration #VoteLeave #bbcqt #VoteLeave https://t.co…,leave,rt : it is those on lower incomes that are hit hardest by uncontrolled immigration <hashtag> <hashtag> <hashtag> <url> …
We do send £350 million to Brussels every week. It's an official ONS statistic. #VoteLeave #bbcqt https://t.co/txBu26bQap,leave,we do send <number> million to brussels every week it's an official ons statistic <hashtag> <hashtag> <url>
RT @olisebastien: @BBCOne @bbcquestiontime Gove is holding up here right on all counts #VoteLeave,leave,rt : gove is holding up here right on all counts <hashtag>
RT @MitchellGoldie: Gove: There is nothing wrong in saying that we value immigration but that we want to take back control #VoteLeave #bbcqt,leave,rt : gove : there is nothing wrong in saying that we value immigration but that we want to take back control <hashtag> <hashtag>
RT @patel4witham: Gove: There is nothing wrong in saying that we value immigration but that we want to take back control #VoteLeave #bbcqt,leave,rt : gove : there is nothing wrong in saying that we value immigration but that we want to take back control <hashtag> <hashtag>
"RT @ChelleAbraham: Micheal Gove, well said on tonight's Question Time 😊 #voteleave",leave,rt : micheal gove well said on tonight's question time 😊 <hashtag>
We will always welcome talent - but we want a system that doesn’t discriminate against skilled non-EU migrants. #VoteLeave #bbcqt,leave,we will always welcome talent - but we want a system that doesn ’ t discriminate against skilled non-eu migrants <hashtag> <hashtag>
RT @Vote_LeaveMedia: We will always welcome talent - but we want a system that doesn’t discriminate against brilliant non-EU people. #VoteL…,leave,rt : we will always welcome talent - but we want a system that doesn ’ t discriminate against brilliant non-eu people <hashtag>
RT @BorisJohnson: Michael Gove doing v well in setting out positive case to #VoteLeave #bbcqt. Keep going!,leave,rt : michael gove doing v well in setting out positive case to <hashtag> <hashtag> keep going
Even the Prime Minister admits that the economy doesn't benefit from uncontrolled migration #VoteLeave #bbcqt https://t.co/lqDPeCkhDI,leave,even the prime minister admits that the economy doesn't benefit from uncontrolled migration <hashtag> <hashtag> <url>
RT @timesredbox: Gove: If we remain in EU we do not have any control of over who comes in #bbcqt,stay,rt : gove : if we remain in eu we do not have any control of over who comes in <hashtag>
RT @SteveBakerHW: Great exchange on the risks of Remain #VoteLeave #TakeControl - more on my blog tomorrow,stay,rt : great exchange on the risks of remain <hashtag> <hashtag> - more on my blog tomorrow
RT @WomenforBritain: If we want to have a fairer immigration policy we have to #VoteLeave and take back control #bbcqt,leave,rt : if we want to have a fairer immigration policy we have to <hashtag> and take back control <hashtag>
"RT @NadineDorriesMP: Gove gives a vision for the future. A pathway to greater prosperity and safety. #remain is doom and gloom, panic and f…",stay,rt : gove gives a vision for the future a pathway to greater prosperity and safety <hashtag> is doom and gloom panic and f …
RT @patel4witham: If we want to have a fairer immigration policy we have to #VoteLeave and take back control #bbcqt,leave,rt : if we want to have a fairer immigration policy we have to <hashtag> and take back control <hashtag>
RT @Emgrosvenor123: #VoteLeave https://t.co/GQYfoo6MTN,leave,rt : <hashtag> <url>
After we #VoteLeave we can create an Australian style points-based system to reduce net migration #bbcqt https://t.co/Hohwh20iVa,leave,after we <hashtag> we can create an australian style points-based system to reduce net migration <hashtag> <url>
RT @MitchellGoldie: When we #VoteLeave we can implement an Australian style points based immigration system #bbcqt #VoteLeave https://t.co/…,leave,rt : when we <hashtag> we can implement an australian style points based immigration system <hashtag> <hashtag> <url> / …
RT @GiselaStuart: Michael Gove is right. Our #NHS will be stronger if we leave the EU. If we #VoteLeave we can give it a cash injection #bb…,leave,rt : michael gove is right our <hashtag> will be stronger if we leave the eu if we <hashtag> we can give it a cash injection <hashtag>
"RT @cigarboyrick82: #VoteLeave = Positive, Optimistic, Brave. #StrongerIN = Fear, Scare tactics, Threatens with 'Punishment budget'.  Says…",stay,rt : <hashtag> = positive optimistic brave <hashtag> = fear scare tactics threatens with ' punishment budget ' says …
"RT @_hanimustafa: No one wants to ban immigration, we want to have the ability to control it. Something we can't do if we Remain #bbcqt #Vo…",stay,rt : no one wants to ban immigration we want to have the ability to control it something we can't do if we remain <hashtag> <hashtag>
RT @lawyers4britain: We should be a safe haven for refugees but to do so we must be able to #TakeControl. Trust the British people #VoteLea…,leave,rt : we should be a safe haven for refugees but to do so we must be able to <hashtag> trust the british people <hashtag>
